,ID,User,Tweets,fav_count,rt_count,tweet_date
44,1259407801845272577,Chianti Mame🍷,"RT @ChrisFrancis54: Stop pretending Joe Biden will cure this country, all he &amp; his administration will do is prolong our suffering..",0,75,2020-05-10 08:59:53
45,1259407801488674816,Andrew G. Bernhardt,RT @MattWalshBlog: There has been literally zero coverage of the sexual assault allegations against Joe Biden in many mainstream publicatio…,0,6207,2020-05-10 08:59:53
46,1259407789170085888,Jerry,"RT @MaryMargOlohan: Yet another Democratic politician who staunchly defended Christine Blasey Ford says she does not believe Tara Reade.

h…",0,3914,2020-05-10 08:59:50
47,1259407785718095877,Lawson Osideko,"@MSNBC If Joe Biden pick a white woman to Vice President, President Donald J. Trump will be re-elected. If Joe Biden picks a woman from Minnesota, Michigan or 70 years old, President Donald J. Trump will be re-elected.",0,0,2020-05-10 08:59:49
48,1259407784707100672,LB,"RT @GOPChairwoman: Courtesy of @SteveScalise, the question we all want answered:

“When's Barack Obama going to answer for it and when is J…",0,1541,2020-05-10 08:59:49
49,1259407783952343040,Catturd ™,"RT @catturd2: What did Joe Biden know and when did he forget it, and when did he remember it again, and when did he forget it again?",0,2570,2020-05-10 08:59:49
50,1259407778155843586,Debi Godsey,"RT @GermanyTrump: @realDonaldTrump Turns out, Barack Obama with Joe Biden were the most corrupt administration in history

Donald Trump has…",0,44,2020-05-10 08:59:47
51,1259407768043294720,Danny Harris,"RT @GOPChairwoman: Courtesy of @SteveScalise, the question we all want answered:

“When's Barack Obama going to answer for it and when is J…",0,1541,2020-05-10 08:59:45
52,1259407767774924801,Pat Riot,RT @JackPosobiec: ROGER STONE: Joe Biden is bought and sold by China. Trump has had no problem standing up to the Chinese - @OANN https://t…,0,1105,2020-05-10 08:59:45
53,1259407767489609728,Mark Small,RT @Smile_To_Day2: Little secret about Joe Biden's records in Delaware:  They are being quietly cleansed and if anyone doesn't believe that…,0,1,2020-05-10 08:59:45
54,1259407762796228609,Billy Altstatt,@Laurenm57 @realDonaldTrump THIS JOE BIDEN? lmao,0,0,2020-05-10 08:59:43
55,1259407732735696899,Clarisepetty,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4435,2020-05-10 08:59:36
56,1259407732605456384,Trump Best President Ever!,"RT @Rock_Stone11: @ckkirsch1 @SpeakerPelosi If it’s as highly attended as a Joe Biden rally, they could hold it at a  dry cleaners, maintai…",0,1,2020-05-10 08:59:36
57,1259407728130306048,Dan,RT @ezridersos: Joe Biden promises to restore American funding to Palestinians that was cut because of jihad terror https://t.co/gFkDAfVSrD,0,2,2020-05-10 08:59:35
58,1259407722761596928,Dorothy,"RT @GOPChairwoman: Courtesy of @SteveScalise, the question we all want answered:

“When's Barack Obama going to answer for it and when is J…",0,1541,2020-05-10 08:59:34
59,1259407709582942208,Victor Don Doom,RT @mldauber: Tara Reade seemingly told everyone she ever met in the mid 1990s that Biden sexually harassed her. It's turned up everyone fr…,0,662,2020-05-10 08:59:31
60,1259407708727336960,Trump Best President Ever!,RT @DJTsavesAmerica: @ckkirsch1 @21stcentury120 @SpeakerPelosi Is that what she’s calling it “space to social distance for Joe Biden's pres…,0,2,2020-05-10 08:59:31
61,1259407680290070535,Sherry Willard,"RT @charliekirk11: America needs answers about the Michael Flynn case:

What did Obama know and when did he know it?

Same for Joe Biden.…",0,3126,2020-05-10 08:59:24
62,1259407678478180352,Kenny,"RT @Harry1T6: If you thought Joe Biden was creepy, can I introduce you to the Prime Minister of Canada? https://t.co/YLFXHEQSSr",0,886,2020-05-10 08:59:23
63,1259407670546743296,Rich Meyer,RT @PhilipRucker: Some of Trump’s advisers described the president as glum and shell-shocked by his declining popularity. In private conver…,0,3405,2020-05-10 08:59:21
64,1259407667451305984,Maisygrace644,"RT @MSNBC: Sen. Warren is the most popular choice to be Joe Biden's running mate in 2020 among Democratic registered voters, according to a…",0,400,2020-05-10 08:59:21
65,1259407653819867137,Joementia,"@HamillHimself @JoeBiden Nope. Give me something to vote for, not just something to vote against. Joe Biden is a rapist racist whose mind is melting, who will veto everyone getting healthcare, who sends us to every iraq, who was a segregationist, who wrote the crime bill. We told you never Biden.",0,0,2020-05-10 08:59:17
66,1259407649982070784,jessy,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:59:17
67,1259407648639729665,Chickiedumplin,RT @chasbottom: #JoeBiden relates a story in 2008 when he was almost got arrested for chasing a 'lovely group of terrified women’ into an a…,0,1,2020-05-10 08:59:16
68,1259407647897509888,linda humphries,RT @HKrassenstein: BREAKING: Tara Reade is caught in another apparent lie.  She told Megyn Kelly that she took her complaint against Joe Bi…,0,1803,2020-05-10 08:59:16
69,1259407647201267714,Nancy Drew Mystery,"RT @sean_spicier: Of course Joe Biden’s greatest strength is empathy, he literally touches and feels everyone",0,209,2020-05-10 08:59:16
70,1259407645586358272,Tony,"RT @CassyWearsHeels: WOW!

This video exposing Joe Biden's plagiarism and dishonesty is lit! 😍👏😂

https://t.co/aUcOuI0TCJ",0,125,2020-05-10 08:59:16
71,1259407639395647489,Fanfalla,RT @EclecticRadical: Joe Biden is a Harvey Weinstein Democrat.,0,123,2020-05-10 08:59:14
72,1259407627005632513,Truth2Freedom,Calculating the odds for Joe Biden https://t.co/2lydXn2IBV,0,0,2020-05-10 08:59:11
73,1259407620928086017,Donna Herbert,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4435,2020-05-10 08:59:10
74,1259407614447927296,rachel,RT @PhilipRucker: Some of Trump’s advisers described the president as glum and shell-shocked by his declining popularity. In private conver…,0,3405,2020-05-10 08:59:08
75,1259407614020063232,richard elliott,RT @BreitbartNews: President Donald Trump hinted that Barack Obama and Joe Biden could soon be implicated for their alleged roles in the co…,0,1307,2020-05-10 08:59:08
76,1259407605425795072,𝕁𝕒𝕔𝕠𝕓 𝔽𝕝𝕠𝕨𝕖𝕣𝕤 🕊🌹🌱🏳️‍🌈,"Do people actually think it would have been harder to win a general Election with Bernie Sanders? 

I mean... Joe Biden is a terrible candidate. I can’t believe I have to say this.",0,0,2020-05-10 08:59:06
77,1259407601822953472,Bilbo Fraggins,"RT @Jacksonlzz: Corporate Democrats trying to convince Leftists to vote for Joe Biden. 

https://t.co/rpMn6BoSvy",0,189,2020-05-10 08:59:05
78,1259407574576709632,shelly hannibal,RT @thebradfordfile: President Trump is running against voter fraud--not Joe Biden.,0,2420,2020-05-10 08:58:59
79,1259407571590529025,James B. Kane 🇮🇪 🇺🇸,RT @PhilipRucker: Some of Trump’s advisers described the president as glum and shell-shocked by his declining popularity. In private conver…,0,3405,2020-05-10 08:58:58
